periodo,codigo_serie,afp,variable,valor
Oct.2016,PN01174MM,Habitat,afiliados_miles,931.139
Oct.2016,PN01175MM,Integra,afiliados_miles,2006.441
Oct.2016,PN01176MM,Prima,afiliados_miles,1462.357
Oct.2016,PN01177MM,Profuturo,afiliados_miles,1811.242
Oct.2016,PN01179MM,Habitat,rentab_real_12m,11.8286
Oct.2016,PN01180MM,Integra,rentab_real_12m,10.1917
Nov.2016,PN01168MM,Habitat,valor_fondo_mill_soles,2848.92395200389
Nov.2016,PN01169MM,Integra,valor_fondo_mill_soles,53641.7145512567
Nov.2016,PN01170MM,Prima,valor_fondo_mill_soles,42701.2217235967
Nov.2016,PN01171MM,Profuturo,valor_fondo_mill_soles,35266.9299019489
Nov.2016,PN01174MM,Habitat,afiliados_miles,959.841
Nov.2016,PN01175MM,Integra,afiliados_miles,2005.889
Nov.2016,PN01176MM,Prima,afiliados_miles,1463.85
Nov.2016,PN01177MM,Profuturo,afiliados_miles,1810.527
Nov.2016,PN01179MM,Habitat,rentab_real_12m,6.7489
Nov.2016,PN01180MM,Integra,rentab_real_12m,5.5307
Dic.2016,PN01168MM,Habitat,valor_fondo_mill_soles,2987.33822935869
Dic.2016,PN01169MM,Integra,valor_fondo_mill_soles,53984.9622356673
Dic.2016,PN01170MM,Prima,valor_fondo_mill_soles,42844.8756009073
Dic.2016,PN01171MM,Profuturo,valor_fondo_mill_soles,35341.0228885973
Dic.2016,PN01174MM,Habitat,afiliados_miles,983.523
Dic.2016,PN01175MM,Integra,afiliados_miles,2005.368
Dic.2016,PN01176MM,Prima,afiliados_miles,1465.257
Dic.2016,PN01177MM,Profuturo,afiliados_miles,1809.955
Dic.2016,PN01179MM,Habitat,rentab_real_12m,7.5287
Dic.2016,PN01180MM,Integra,rentab_real_12m,6.8675
Ene.2017,PN01168MM,Habitat,valor_fondo_mill_soles,3130.48726837086
Ene.2017,PN01169MM,Integra,valor_fondo_mill_soles,53939.2017557102
Ene.2017,PN01170MM,Prima,valor_fondo_mill_soles,42914.9036378155
Ene.2017,PN01171MM,Profuturo,valor_fondo_mill_soles,35254.6010468731
Ene.2017,PN01174MM,Habitat,afiliados_miles,1016.507
Ene.2017,PN01175MM,Integra,afiliados_miles,2005.002
Ene.2017,PN01176MM,Prima,afiliados_miles,1467.356
Ene.2017,PN01177MM,Profuturo,afiliados_miles,1809.343
Ene.2017,PN01179MM,Habitat,rentab_real_12m,10.5216
Ene.2017,PN01180MM,Integra,rentab_real_12m,10.1253
Feb.2017,PN01168MM,Habitat,valor_fondo_mill_soles,3289.92696911258
Feb.2017,PN01169MM,Integra,valor_fondo_mill_soles,54208.0043491477
Feb.2017,PN01170MM,Prima,valor_fondo_mill_soles,43108.4811151728
Feb.2017,PN01171MM,Profuturo,valor_fondo_mill_soles,35400.476617505
Feb.2017,PN01174MM,Habitat,afiliados_miles,1048.237
Feb.2017,PN01175MM,Integra,afiliados_miles,2004.613
Feb.2017,PN01176MM,Prima,afiliados_miles,1467.155
Feb.2017,PN01177MM,Profuturo,afiliados_miles,1808.841
Feb.2017,PN01179MM,Habitat,rentab_real_12m,9.8033
Feb.2017,PN01180MM,Integra,rentab_real_12m,9.0965
Mar.2017,PN01168MM,Habitat,valor_fondo_mill_soles,3448.33045873464
Mar.2017,PN01169MM,Integra,valor_fondo_mill_soles,55043.6831582107
Mar.2017,PN01170MM,Prima,valor_fondo_mill_soles,43658.8805266655
Mar.2017,PN01171MM,Profuturo,valor_fondo_mill_soles,35840.7404666243
Mar.2017,PN01174MM,Habitat,afiliados_miles,1075.157
Mar.2017,PN01175MM,Integra,afiliados_miles,2004.213
Mar.2017,PN01176MM,Prima,afiliados_miles,1469.395
Mar.2017,PN01177MM,Profuturo,afiliados_miles,1808.26
Mar.2017,PN01179MM,Habitat,rentab_real_12m,7.6363
Mar.2017,PN01180MM,Integra,rentab_real_12m,6.6264
Abr.2017,PN01168MM,Habitat,valor_fondo_mill_soles,3605.08114262891
Abr.2017,PN01169MM,Integra,valor_fondo_mill_soles,55628.7552177963
Abr.2017,PN01170MM,Prima,valor_fondo_mill_soles,44217.2751449565
Abr.2017,PN01171MM,Profuturo,valor_fondo_mill_soles,36191.0841021176
Abr.2017,PN01174MM,Habitat,afiliados_miles,1094.378
Abr.2017,PN01175MM,Integra,afiliados_miles,2003.703
Abr.2017,PN01176MM,Prima,afiliados_miles,1471.008
Abr.2017,PN01177MM,Profuturo,afiliados_miles,1807.718
Abr.2017,PN01179MM,Habitat,rentab_real_12m,8.11
Abr.2017,PN01180MM,Integra,rentab_real_12m,7.09
May.2017,PN01168MM,Habitat,valor_fondo_mill_soles,3848.79667133579
May.2017,PN01169MM,Integra,valor_fondo_mill_soles,56563.6023711293
May.2017,PN01170MM,Prima,valor_fondo_mill_soles,45108.7456640493
May.2017,PN01171MM,Profuturo,valor_fondo_mill_soles,36979.4046336665
May.2017,PN01174MM,Habitat,afiliados_miles,1120.162
May.2017,PN01175MM,Integra,afiliados_miles,2003.421
May.2017,PN01176MM,Prima,afiliados_miles,1472.347
May.2017,PN01177MM,Profuturo,afiliados_miles,1807.374
May.2017,PN01179MM,Habitat,rentab_real_12m,9.6708
May.2017,PN01180MM,Integra,rentab_real_12m,8.3062
Jun.2017,PN01168MM,Habitat,valor_fondo_mill_soles,4007.89024450559
Jun.2017,PN01169MM,Integra,valor_fondo_mill_soles,56716.0115864363
Jun.2017,PN01170MM,Prima,valor_fondo_mill_soles,45349.5406497025
Jun.2017,PN01171MM,Profuturo,valor_fondo_mill_soles,37096.7897132644
Jun.2017,PN01174MM,Habitat,afiliados_miles,1121.407
Jun.2017,PN01175MM,Integra,afiliados_miles,2003.312
Jun.2017,PN01176MM,Prima,afiliados_miles,1498.151
Jun.2017,PN01177MM,Profuturo,afiliados_miles,1806.83
Jun.2017,PN01179MM,Habitat,rentab_real_12m,10.6836
Jun.2017,PN01180MM,Integra,rentab_real_12m,9.2843
Jul.2017,PN01168MM,Habitat,valor_fondo_mill_soles,4186.76146545536
Jul.2017,PN01169MM,Integra,valor_fondo_mill_soles,57398.5270752453
Jul.2017,PN01170MM,Prima,valor_fondo_mill_soles,45977.5802406479
Jul.2017,PN01171MM,Profuturo,valor_fondo_mill_soles,37484.9004756764
Jul.2017,PN01174MM,Habitat,afiliados_miles,1120.237
Jul.2017,PN01175MM,Integra,afiliados_miles,2003.066
Jul.2017,PN01176MM,Prima,afiliados_miles,1527.129
Jul.2017,PN01177MM,Profuturo,afiliados_miles,1806.487
Jul.2017,PN01179MM,Habitat,rentab_real_12m,8.0892
Jul.2017,PN01180MM,Integra,rentab_real_12m,7.1166
Ago.2017,PN01168MM,Habitat,valor_fondo_mill_soles,4409.87321832333
Ago.2017,PN01169MM,Integra,valor_fondo_mill_soles,57769.0299364161
Ago.2017,PN01170MM,Prima,valor_fondo_mill_soles,46265.9392645647
Ago.2017,PN01171MM,Profuturo,valor_fondo_mill_soles,37808.9014618174
Ago.2017,PN01174MM,Habitat,afiliados_miles,1119.802
Ago.2017,PN01175MM,Integra,afiliados_miles,2002.71
Ago.2017,PN01176MM,Prima,afiliados_miles,1559.625
Ago.2017,PN01177MM,Profuturo,afiliados_miles,1806.143
Ago.2017,PN01179MM,Habitat,rentab_real_12m,5.9864
Ago.2017,PN01180MM,Integra,rentab_real_12m,5.2065
Sep.2017,PN01168MM,Habitat,valor_fondo_mill_soles,4715.73094793111
Sep.2017,PN01169MM,Integra,valor_fondo_mill_soles,59275.3350257751
Sep.2017,PN01170MM,Prima,valor_fondo_mill_soles,47527.3995630103
Sep.2017,PN01171MM,Profuturo,valor_fondo_mill_soles,38752.2114291575
Sep.2017,PN01174MM,Habitat,afiliados_miles,1118.76
Sep.2017,PN01175MM,Integra,afiliados_miles,2002.347
Sep.2017,PN01176MM,Prima,afiliados_miles,1595.391
Sep.2017,PN01177MM,Profuturo,afiliados_miles,1806.067
Sep.2017,PN01179MM,Habitat,rentab_real_12m,7.3285
Sep.2017,PN01180MM,Integra,rentab_real_12m,6.3068
Oct.2017,PN01168MM,Habitat,valor_fondo_mill_soles,5008.3373276788
Oct.2017,PN01169MM,Integra,valor_fondo_mill_soles,60407.795892001
Oct.2017,PN01170MM,Prima,valor_fondo_mill_soles,48273.779848917
Oct.2017,PN01171MM,Profuturo,valor_fondo_mill_soles,39328.7622050043
Oct.2017,PN01174MM,Habitat,afiliados_miles,1117.379
Oct.2017,PN01175MM,Integra,afiliados_miles,2002.239
Oct.2017,PN01176MM,Prima,afiliados_miles,1619.12
Oct.2017,PN01177MM,Profuturo,afiliados_miles,1805.939
Oct.2017,PN01179MM,Habitat,rentab_real_12m,10.069
Oct.2017,PN01180MM,Integra,rentab_real_12m,9.2799
Nov.2017,PN01168MM,Habitat,valor_fondo_mill_soles,5202.99201593153
Nov.2017,PN01169MM,Integra,valor_fondo_mill_soles,60526.0502184775
Nov.2017,PN01170MM,Prima,valor_fondo_mill_soles,48372.8022190543
Nov.2017,PN01171MM,Profuturo,valor_fondo_mill_soles,39379.628771442
Nov.2017,PN01174MM,Habitat,afiliados_miles,1114.026
Nov.2017,PN01175MM,Integra,afiliados_miles,2002.911
Nov.2017,PN01176MM,Prima,afiliados_miles,1655.711
Nov.2017,PN01177MM,Profuturo,afiliados_miles,1805.44
Nov.2017,PN01179MM,Habitat,rentab_real_12m,12.468
Nov.2017,PN01180MM,Integra,rentab_real_12m,11.433
Dic.2017,PN01168MM,Habitat,valor_fondo_mill_soles,5426.42054528316
Dic.2017,PN01169MM,Integra,valor_fondo_mill_soles,60945.2537703536
Dic.2017,PN01170MM,Prima,valor_fondo_mill_soles,48836.0586897794
Dic.2017,PN01171MM,Profuturo,valor_fondo_mill_soles,39679.7029819762
Dic.2017,PN01174MM,Habitat,afiliados_miles,1113.958
Dic.2017,PN01175MM,Integra,afiliados_miles,2002.514
Dic.2017,PN01176MM,Prima,afiliados_miles,1683.034
Dic.2017,PN01177MM,Profuturo,afiliados_miles,1805.113
Dic.2017,PN01179MM,Habitat,rentab_real_12m,12.264
Dic.2017,PN01180MM,Integra,rentab_real_12m,11.053
Ene.2018,PN01168MM,Habitat,valor_fondo_mill_soles,5840.3377
Ene.2018,PN01169MM,Integra,valor_fondo_mill_soles,62772.51316
Ene.2018,PN01170MM,Prima,valor_fondo_mill_soles,50462.02152
Ene.2018,PN01171MM,Profuturo,valor_fondo_mill_soles,41051.28208
Ene.2018,PN01174MM,Habitat,afiliados_miles,1112.248
Ene.2018,PN01175MM,Integra,afiliados_miles,2002.881
Ene.2018,PN01176MM,Prima,afiliados_miles,1726.049
Ene.2018,PN01177MM,Profuturo,afiliados_miles,1804.698
Ene.2018,PN01179MM,Habitat,rentab_real_12m,15.4444
Ene.2018,PN01180MM,Integra,rentab_real_12m,13.8367
Feb.2018,PN01168MM,Habitat,valor_fondo_mill_soles,5983.4190522928
Feb.2018,PN01169MM,Integra,valor_fondo_mill_soles,62059.3928405563
Feb.2018,PN01170MM,Prima,valor_fondo_mill_soles,49917.9219804917
Feb.2018,PN01171MM,Profuturo,valor_fondo_mill_soles,40522.870209469
Feb.2018,PN01174MM,Habitat,afiliados_miles,1110.884
Feb.2018,PN01175MM,Integra,afiliados_miles,2003.056
Feb.2018,PN01176MM,Prima,afiliados_miles,1764.39
Feb.2018,PN01177MM,Profuturo,afiliados_miles,1804.196
Feb.2018,PN01179MM,Habitat,rentab_real_12m,14.9384
Feb.2018,PN01180MM,Integra,rentab_real_12m,13.2626
Mar.2018,PN01168MM,Habitat,valor_fondo_mill_soles,6123.5856234568
Mar.2018,PN01169MM,Integra,valor_fondo_mill_soles,61586.4597179434
Mar.2018,PN01170MM,Prima,valor_fondo_mill_soles,49455.5860015474
Mar.2018,PN01171MM,Profuturo,valor_fondo_mill_soles,40218.6364958217
Mar.2018,PN01174MM,Habitat,afiliados_miles,1108.557
Mar.2018,PN01175MM,Integra,afiliados_miles,2003.46
Mar.2018,PN01176MM,Prima,afiliados_miles,1800.67
Mar.2018,PN01177MM,Profuturo,afiliados_miles,1803.638
Mar.2018,PN01179MM,Habitat,rentab_real_12m,14.8011
Mar.2018,PN01180MM,Integra,rentab_real_12m,12.9373
Abr.2018,PN01168MM,Habitat,valor_fondo_mill_soles,6328.5324381472
Abr.2018,PN01169MM,Integra,valor_fondo_mill_soles,61732.661932969
Abr.2018,PN01170MM,Prima,valor_fondo_mill_soles,49636.7766932066
Abr.2018,PN01171MM,Profuturo,valor_fondo_mill_soles,40322.5961672778
Abr.2018,PN01174MM,Habitat,afiliados_miles,1105.945
Abr.2018,PN01175MM,Integra,afiliados_miles,2003.813
Abr.2018,PN01176MM,Prima,afiliados_miles,1834.791
Abr.2018,PN01177MM,Profuturo,afiliados_miles,1803.265
Abr.2018,PN01179MM,Habitat,rentab_real_12m,12.453
Abr.2018,PN01180MM,Integra,rentab_real_12m,11.011
May.2018,PN01168MM,Habitat,valor_fondo_mill_soles,6475.5483681325
May.2018,PN01169MM,Integra,valor_fondo_mill_soles,60932.2507905715
May.2018,PN01170MM,Prima,valor_fondo_mill_soles,48854.5186410268
May.2018,PN01171MM,Profuturo,valor_fondo_mill_soles,39986.6505816664
May.2018,PN01174MM,Habitat,afiliados_miles,1103.833
May.2018,PN01175MM,Integra,afiliados_miles,2003.949
May.2018,PN01176MM,Prima,afiliados_miles,1870.495
May.2018,PN01177MM,Profuturo,afiliados_miles,1802.644
May.2018,PN01179MM,Habitat,rentab_real_12m,8.8915
May.2018,PN01180MM,Integra,rentab_real_12m,7.979
Jun.2018,PN01168MM,Habitat,valor_fondo_mill_soles,6582.52431434543
Jun.2018,PN01169MM,Integra,valor_fondo_mill_soles,60136.1322625172
Jun.2018,PN01170MM,Prima,valor_fondo_mill_soles,48385.8506633618
Jun.2018,PN01171MM,Profuturo,valor_fondo_mill_soles,39546.0659355208
Jun.2018,PN01174MM,Habitat,afiliados_miles,1101.484
Jun.2018,PN01175MM,Integra,afiliados_miles,2004.259
Jun.2018,PN01176MM,Prima,afiliados_miles,1905.642
Jun.2018,PN01177MM,Profuturo,afiliados_miles,1802.205
Jun.2018,PN01179MM,Habitat,rentab_real_12m,6.6129
Jun.2018,PN01180MM,Integra,rentab_real_12m,5.6406
Jul.2018,PN01168MM,Habitat,valor_fondo_mill_soles,6865.7495785163
Jul.2018,PN01169MM,Integra,valor_fondo_mill_soles,61364.6262955657
Jul.2018,PN01170MM,Prima,valor_fondo_mill_soles,49551.5618590148
Jul.2018,PN01171MM,Profuturo,valor_fondo_mill_soles,40426.8679909337
Jul.2018,PN01174MM,Habitat,afiliados_miles,1098.824
Jul.2018,PN01175MM,Integra,afiliados_miles,2004.629
Jul.2018,PN01176MM,Prima,afiliados_miles,1939.853
Jul.2018,PN01177MM,Profuturo,afiliados_miles,1801.67
Jul.2018,PN01179MM,Habitat,rentab_real_12m,6.1743
Jul.2018,PN01180MM,Integra,rentab_real_12m,5.253
Ago.2018,PN01168MM,Habitat,valor_fondo_mill_soles,6980.9714596802
Ago.2018,PN01169MM,Integra,valor_fondo_mill_soles,60918.4079988565
Ago.2018,PN01170MM,Prima,valor_fondo_mill_soles,49137.0190762533
Ago.2018,PN01171MM,Profuturo,valor_fondo_mill_soles,40128.1593014069
Ago.2018,PN01174MM,Habitat,afiliados_miles,1095.694
Ago.2018,PN01175MM,Integra,afiliados_miles,2004.967
Ago.2018,PN01176MM,Prima,afiliados_miles,1980.613
Ago.2018,PN01177MM,Profuturo,afiliados_miles,1801.001
Ago.2018,PN01179MM,Habitat,rentab_real_12m,5.9617
Ago.2018,PN01180MM,Integra,rentab_real_12m,5.4054
Sep.2018,PN01168MM,Habitat,valor_fondo_mill_soles,7146.60068942462
Sep.2018,PN01169MM,Integra,valor_fondo_mill_soles,60811.3799638525
Sep.2018,PN01170MM,Prima,valor_fondo_mill_soles,49314.6198046264
Sep.2018,PN01171MM,Profuturo,valor_fondo_mill_soles,40192.3217598198
Sep.2018,PN01174MM,Habitat,afiliados_miles,1092.877
Sep.2018,PN01175MM,Integra,afiliados_miles,2005.57
Sep.2018,PN01176MM,Prima,afiliados_miles,2019.228
Sep.2018,PN01177MM,Profuturo,afiliados_miles,1800.447
Sep.2018,PN01179MM,Habitat,rentab_real_12m,3.6555
Sep.2018,PN01180MM,Integra,rentab_real_12m,3.0936
Oct.2018,PN01168MM,Habitat,valor_fondo_mill_soles,7023.9843667038
Oct.2018,PN01169MM,Integra,valor_fondo_mill_soles,58758.1828891539
Oct.2018,PN01170MM,Prima,valor_fondo_mill_soles,47570.6423325603
Oct.2018,PN01171MM,Profuturo,valor_fondo_mill_soles,38812.5189762424
Oct.2018,PN01174MM,Habitat,afiliados_miles,1089.625
Oct.2018,PN01175MM,Integra,afiliados_miles,2006.756
Oct.2018,PN01176MM,Prima,afiliados_miles,2058.775
Oct.2018,PN01177MM,Profuturo,afiliados_miles,1799.798
Oct.2018,PN01179MM,Habitat,rentab_real_12m,-1.4143
Oct.2018,PN01180MM,Integra,rentab_real_12m,-1.8036
Nov.2018,PN01168MM,Habitat,valor_fondo_mill_soles,7325.0388722661
Nov.2018,PN01169MM,Integra,valor_fondo_mill_soles,60058.2723261226
Nov.2018,PN01170MM,Prima,valor_fondo_mill_soles,48412.1863348145
Nov.2018,PN01171MM,Profuturo,valor_fondo_mill_soles,39615.1416819171
Nov.2018,PN01174MM,Habitat,afiliados_miles,1085.954
Nov.2018,PN01175MM,Integra,afiliados_miles,2008.001
Nov.2018,PN01176MM,Prima,afiliados_miles,2098.594
Nov.2018,PN01177MM,Profuturo,afiliados_miles,1798.632
Nov.2018,PN01179MM,Habitat,rentab_real_12m,-3.2753
Nov.2018,PN01180MM,Integra,rentab_real_12m,-2.399
Dic.2018,PN01168MM,Habitat,valor_fondo_mill_soles,7278.9953321263
Dic.2018,PN01169MM,Integra,valor_fondo_mill_soles,58515.710669715
Dic.2018,PN01170MM,Prima,valor_fondo_mill_soles,47451.9020136419
Dic.2018,PN01171MM,Profuturo,valor_fondo_mill_soles,38824.1750805855
Dic.2018,PN01174MM,Habitat,afiliados_miles,1080.654
Dic.2018,PN01175MM,Integra,afiliados_miles,2008.747
Dic.2018,PN01176MM,Prima,afiliados_miles,2131.744
Dic.2018,PN01177MM,Profuturo,afiliados_miles,1797.524
Dic.2018,PN01179MM,Habitat,rentab_real_12m,-3.9776
Dic.2018,PN01180MM,Integra,rentab_real_12m,-3.0118
Ene.2019,PN01168MM,Habitat,valor_fondo_mill_soles,7707.9566883989
Ene.2019,PN01169MM,Integra,valor_fondo_mill_soles,60133.2319851296
Ene.2019,PN01170MM,Prima,valor_fondo_mill_soles,49012.693978151
Ene.2019,PN01171MM,Profuturo,valor_fondo_mill_soles,39950.3183625155
Ene.2019,PN01174MM,Habitat,afiliados_miles,1075.999
Ene.2019,PN01175MM,Integra,afiliados_miles,2009.932
Ene.2019,PN01176MM,Prima,afiliados_miles,2181.105
Ene.2019,PN01177MM,Profuturo,afiliados_miles,1794.183
Ene.2019,PN01179MM,Habitat,rentab_real_12m,-6.284
Ene.2019,PN01180MM,Integra,rentab_real_12m,-5.5191
Feb.2019,PN01168MM,Habitat,valor_fondo_mill_soles,7919.6725515057
Feb.2019,PN01169MM,Integra,valor_fondo_mill_soles,60582.7699712057
Feb.2019,PN01170MM,Prima,valor_fondo_mill_soles,49583.3565968902
Feb.2019,PN01171MM,Profuturo,valor_fondo_mill_soles,40221.1675381382
Feb.2019,PN01174MM,Habitat,afiliados_miles,1072.835
Feb.2019,PN01175MM,Integra,afiliados_miles,2010.652
Feb.2019,PN01176MM,Prima,afiliados_miles,2220.824
Feb.2019,PN01177MM,Profuturo,afiliados_miles,1792.602
Feb.2019,PN01179MM,Habitat,rentab_real_12m,-3.5287
Feb.2019,PN01180MM,Integra,rentab_real_12m,-2.7522
Mar.2019,PN01168MM,Habitat,valor_fondo_mill_soles,8197.49637
Mar.2019,PN01169MM,Integra,valor_fondo_mill_soles,61539.29175
Mar.2019,PN01170MM,Prima,valor_fondo_mill_soles,50305.94888
Mar.2019,PN01171MM,Profuturo,valor_fondo_mill_soles,40800.71099
Mar.2019,PN01174MM,Habitat,afiliados_miles,1068.753
Mar.2019,PN01175MM,Integra,afiliados_miles,2011.015
Mar.2019,PN01176MM,Prima,afiliados_miles,2260.041
Mar.2019,PN01177MM,Profuturo,afiliados_miles,1792.093
Mar.2019,PN01179MM,Habitat,rentab_real_12m,-2.6609
Mar.2019,PN01180MM,Integra,rentab_real_12m,-1.7254
Abr.2019,PN01168MM,Habitat,valor_fondo_mill_soles,8507.390526811
Abr.2019,PN01169MM,Integra,valor_fondo_mill_soles,62175.5326054532
Abr.2019,PN01170MM,Prima,valor_fondo_mill_soles,51001.8700837836
Abr.2019,PN01171MM,Profuturo,valor_fondo_mill_soles,41368.5270696716
Abr.2019,PN01174MM,Habitat,afiliados_miles,1068.753
Abr.2019,PN01175MM,Integra,afiliados_miles,2011.015
Abr.2019,PN01176MM,Prima,afiliados_miles,2260.041
Abr.2019,PN01177MM,Profuturo,afiliados_miles,1792.093
Abr.2019,PN01179MM,Habitat,rentab_real_12m,-0.1293
Abr.2019,PN01180MM,Integra,rentab_real_12m,0.1229
May.2019,PN01168MM,Habitat,valor_fondo_mill_soles,8538.9265846034
May.2019,PN01169MM,Integra,valor_fondo_mill_soles,61387.4394269657
May.2019,PN01170MM,Prima,valor_fondo_mill_soles,50283.611096552
May.2019,PN01171MM,Profuturo,valor_fondo_mill_soles,41049.378426199
May.2019,PN01174MM,Habitat,afiliados_miles,1061.24
May.2019,PN01175MM,Integra,afiliados_miles,2011.774
May.2019,PN01176MM,Prima,afiliados_miles,2330.531
May.2019,PN01177MM,Profuturo,afiliados_miles,1791.094
May.2019,PN01179MM,Habitat,rentab_real_12m,0.1542
May.2019,PN01180MM,Integra,rentab_real_12m,-0.4461
Jun.2019,PN01168MM,Habitat,valor_fondo_mill_soles,8947.324598162
Jun.2019,PN01169MM,Integra,valor_fondo_mill_soles,62367.8137365779
Jun.2019,PN01170MM,Prima,valor_fondo_mill_soles,51284.6104648063
Jun.2019,PN01171MM,Profuturo,valor_fondo_mill_soles,41699.393689757
Jun.2019,PN01174MM,Habitat,afiliados_miles,1058.074
Jun.2019,PN01175MM,Integra,afiliados_miles,2040.86
Jun.2019,PN01176MM,Prima,afiliados_miles,2334.751
Jun.2019,PN01177MM,Profuturo,afiliados_miles,1790.482
Jun.2019,PN01179MM,Habitat,rentab_real_12m,2.5938
Jun.2019,PN01180MM,Integra,rentab_real_12m,1.9033
Jul.2019,PN01168MM,Habitat,valor_fondo_mill_soles,9280.2637346927
Jul.2019,PN01169MM,Integra,valor_fondo_mill_soles,62784.5188372357
Jul.2019,PN01170MM,Prima,valor_fondo_mill_soles,51804.0882477163
Jul.2019,PN01171MM,Profuturo,valor_fondo_mill_soles,42042.6241260027
Jul.2019,PN01174MM,Habitat,afiliados_miles,1053.311
Jul.2019,PN01175MM,Integra,afiliados_miles,2077.202
Jul.2019,PN01176MM,Prima,afiliados_miles,2337.654
Jul.2019,PN01177MM,Profuturo,afiliados_miles,1789.661
Jul.2019,PN01179MM,Habitat,rentab_real_12m,5.4708
Jul.2019,PN01180MM,Integra,rentab_real_12m,3.9929
Ago.2019,PN01168MM,Habitat,valor_fondo_mill_soles,9521.255524996
Ago.2019,PN01169MM,Integra,valor_fondo_mill_soles,62941.8408489234
Ago.2019,PN01170MM,Prima,valor_fondo_mill_soles,51778.5318709261
Ago.2019,PN01171MM,Profuturo,valor_fondo_mill_soles,42204.8156807509
Ago.2019,PN01174MM,Habitat,afiliados_miles,1047.807
Ago.2019,PN01175MM,Integra,afiliados_miles,2117.325
Ago.2019,PN01176MM,Prima,afiliados_miles,2341.047
Ago.2019,PN01177MM,Profuturo,afiliados_miles,1788.994
Ago.2019,PN01179MM,Habitat,rentab_real_12m,4.4574
Ago.2019,PN01180MM,Integra,rentab_real_12m,3.0343
Sep.2019,PN01168MM,Habitat,valor_fondo_mill_soles,9928.2725042617
Sep.2019,PN01169MM,Integra,valor_fondo_mill_soles,63255.403633338
Sep.2019,PN01170MM,Prima,valor_fondo_mill_soles,52119.4202188437
Sep.2019,PN01171MM,Profuturo,valor_fondo_mill_soles,42440.5222822595
Sep.2019,PN01174MM,Habitat,afiliados_miles,1043.142
Sep.2019,PN01175MM,Integra,afiliados_miles,2156.621
Sep.2019,PN01176MM,Prima,afiliados_miles,2343.978
Sep.2019,PN01177MM,Profuturo,afiliados_miles,1788.245
Sep.2019,PN01179MM,Habitat,rentab_real_12m,5.851
Sep.2019,PN01180MM,Integra,rentab_real_12m,4.5537
Oct.2019,PN01168MM,Habitat,valor_fondo_mill_soles,10357.9640558158
Oct.2019,PN01169MM,Integra,valor_fondo_mill_soles,63993.8713744339
Oct.2019,PN01170MM,Prima,valor_fondo_mill_soles,52762.0321329515
Oct.2019,PN01171MM,Profuturo,valor_fondo_mill_soles,42915.1085483583
Oct.2019,PN01174MM,Habitat,afiliados_miles,1038.127
Oct.2019,PN01175MM,Integra,afiliados_miles,2199.615
Oct.2019,PN01176MM,Prima,afiliados_miles,2347.826
Oct.2019,PN01177MM,Profuturo,afiliados_miles,n.d.
Oct.2019,PN01179MM,Habitat,rentab_real_12m,9.1555
Oct.2019,PN01180MM,Integra,rentab_real_12m,7.4333
Nov.2019,PN01168MM,Habitat,valor_fondo_mill_soles,10726.8086526193
Nov.2019,PN01169MM,Integra,valor_fondo_mill_soles,64092.9006913409
Nov.2019,PN01170MM,Prima,valor_fondo_mill_soles,52870.1225525854
Nov.2019,PN01171MM,Profuturo,valor_fondo_mill_soles,43031.3362388896
Nov.2019,PN01174MM,Habitat,afiliados_miles,1038.127
Nov.2019,PN01175MM,Integra,afiliados_miles,2199.615
Nov.2019,PN01176MM,Prima,afiliados_miles,2347.826
Nov.2019,PN01177MM,Profuturo,afiliados_miles,1786.678
Nov.2019,PN01179MM,Habitat,rentab_real_12m,11.0591
Nov.2019,PN01180MM,Integra,rentab_real_12m,8.0871
Dic.2019,PN01168MM,Habitat,valor_fondo_mill_soles,11197.7594342813
Dic.2019,PN01169MM,Integra,valor_fondo_mill_soles,64826.3997568323
Dic.2019,PN01170MM,Prima,valor_fondo_mill_soles,53750.803019802
Dic.2019,PN01171MM,Profuturo,valor_fondo_mill_soles,43552.7397304855
Dic.2019,PN01174MM,Habitat,afiliados_miles,1028.079
Dic.2019,PN01175MM,Integra,afiliados_miles,2271.231
Dic.2019,PN01176MM,Prima,afiliados_miles,2355.005
Dic.2019,PN01177MM,Profuturo,afiliados_miles,1772.352
Dic.2019,PN01179MM,Habitat,rentab_real_12m,13.2615
Dic.2019,PN01180MM,Integra,rentab_real_12m,10.0464
Ene.2020,PN01168MM,Habitat,valor_fondo_mill_soles,11707.740292013
Ene.2020,PN01169MM,Integra,valor_fondo_mill_soles,65087.491096089
Ene.2020,PN01170MM,Prima,valor_fondo_mill_soles,53975.711772757
Ene.2020,PN01171MM,Profuturo,valor_fondo_mill_soles,43846.571031412
Ene.2020,PN01174MM,Habitat,afiliados_miles,1023.434
Ene.2020,PN01175MM,Integra,afiliados_miles,2310.363
Ene.2020,PN01176MM,Prima,afiliados_miles,2357.827
Ene.2020,PN01177MM,Profuturo,afiliados_miles,1771.172
Ene.2020,PN01179MM,Habitat,rentab_real_12m,13.7019
Ene.2020,PN01180MM,Integra,rentab_real_12m,10.0033
Feb.2020,PN01168MM,Habitat,valor_fondo_mill_soles,11821.3618998711
Feb.2020,PN01169MM,Integra,valor_fondo_mill_soles,63679.6413267758
Feb.2020,PN01170MM,Prima,valor_fondo_mill_soles,52648.4905968134
Feb.2020,PN01171MM,Profuturo,valor_fondo_mill_soles,42981.8249495515
Feb.2020,PN01174MM,Habitat,afiliados_miles,1020.101
